,일련번호,의료기관명,병상수,소 재 지,개설주체_민간 또는공공,개설일자,전화번호,구,행정동명
516,759,김안과의원,14,경상남도 창원시 마산회원구 3·15대로 669 (석전동),민간,1991-10-09,055-298-1176,마산회원구,석전동
517,760,김영조내과의원,0,"경상남도 창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1991-04-24,055-248-9100,마산합포구,
518,761,한미정형외과의원,29,"경상남도 창원시 마산합포구 서성로 57 (신포동2가, 한미정형외과의원)",민간,1990-07-16,055-221-0242,마산합포구,
519,762,김형곤이비인후과의원,0,"경상남도 창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1990-06-26,055-248-6611,마산합포구,
520,763,노홍기내과의원,0,"경상남도 창원시 마산합포구 합포로 40 (남성동, 노홍기내과의원)",민간,1990-04-20,055-246-2934,마산합포구,
521,764,마산중앙의원,0,"경상남도 창원시 마산합포구 교방시장2길 21, 2층 210호 (교방동, 교방주공시장(주))",민간,1990-04-02,055-248-3560,마산합포구,교방동
522,765,서영도내과의원,0,"경상남도 창원시 마산합포구 3·15대로 6 (해운동, 다우빌딩)",민간,1989-06-28,055-244-1441,마산합포구,
523,766,김제원내과의원,0,"경상남도 창원시 마산회원구 양덕동2길 5, 3층 (양덕동)",민간,1989-04-18,055-256-1808,마산회원구,
524,767,이동헌비뇨기과의원,0,"경상남도 창원시 마산회원구 회원동15길 11 (회원동, 천지리치빌)",민간,1989-03-27,055-248-1097,마산회원구,
525,768,김호준피부과의원,0,"경상남도 창원시 마산합포구 합포로 35-1 (남성동, 김호준피부과의원)",민간,1989-03-09,055-242-6965,마산합포구,
526,769,제일소아과의원,0,경상남도 창원시 마산회원구 내서읍 삼계5길 13 (삼계약국),민간,1989-03-09,055-232-1550,마산회원구,내서읍
527,770,세일정형외과의원,0,"경상남도 창원시 마산회원구 북성로 120-1 (회원동, 서일정형외과의원)",민간,1988-11-10,055-248-9134,마산회원구,
528,771,김정암내과의원,0,"경상남도 창원시 마산회원구 북성로 309 (회성동, 김정남내과의원)",민간,1988-02-24,055-296-6354,마산회원구,회성동
529,772,합포내과의원,0,경상남도 창원시 마산합포구 3·15대로 126 (중앙동1가),민간,1987-03-19,055-243-4971,마산합포구,중앙동
530,773,남마산외과의원,0,"경상남도 창원시 마산합포구 문화북1길 25-1 (두월동1가, 남마산외과의원)",민간,1987-02-21,055-246-2797,마산합포구,
531,774,김태진피부과의원,0,"경상남도 창원시 마산합포구 합포로 82 (오동동, 김태진피부의원)",민간,1987-02-07,055-245-0900,마산합포구,오동동
532,775,마산제일외과의원,0,"경상남도 창원시 마산합포구 북성로 87 (상남동, 마산제일외과의원)",민간,1987-01-31,055-245-3456,마산합포구,상남동
533,776,녹십자의원,0,경상남도 창원시 마산합포구 자산남로 35 (자산동),민간,1986-09-09,055-244-1526,마산합포구,자산동
534,777,최문섭피부과의원,0,"경상남도 창원시 마산회원구 3·15대로 728 (합성동, 마산요리학원)",민간,1986-04-19,055-293-6200,마산회원구,
535,778,이인걸내과의원,0,"경상남도 창원시 마산회원구 북성로 119 (회원동, 이인걸내과의원)",민간,1986-04-02,055-248-8771,마산회원구,
536,779,윤경준내과의원,0,"경상남도 창원시 마산회원구 3·15대로 728 (합성동, 마산요리학원)",민간,1986-03-24,055-294-7307,마산회원구,
537,780,정이비인후과의원,0,"경상남도 창원시 마산회원구 3·15대로 780 (합성동, 행복한메디컬)",민간,1985-11-12,055-294-6675,마산회원구,
538,781,박인조내과의원,0,"경상남도 창원시 마산회원구 3·15대로 743 (합성동, 경남외국어학원)",민간,1985-07-15,055-299-3676,마산회원구,
539,782,전근택피부과의원,0,경상남도 창원시 마산회원구 내서읍 상곡로 22 (중앙상가),민간,1985-06-08,055-231-3640,마산회원구,내서읍
540,783,고려의원,3,"경상남도 창원시 마산회원구 회원남로 83 (회원동, 고려산부인과)",민간,1985-05-29,055-248-0526,마산회원구,
541,784,지상휘신경외과의원,0,경상남도 창원시 마산회원구 내서읍 호원로 180 (지상휘신경외과),민간,1985-05-10,055-232-8655,마산회원구,내서읍
542,785,최덕현내과의원,0,"경상남도 창원시 마산회원구 3·15대로 731 (합성동, 세계로약국)",민간,1984-11-15,055-299-0707,마산회원구,
543,786,한국건강관리협회건강증진의원,0,"경상남도 창원시 마산회원구 삼호로 107 (양덕동, 한국건강관리센터)",민간,1984-05-06,055-259-0100,마산회원구,
544,787,아세아정형외과의원,0,"경상남도 창원시 마산회원구 3·15대로 737 (합성동, 아세아정형외과)",민간,1984-03-28,055-299-2500,마산회원구,
545,788,마산의원,1,"경상남도 창원시 마산회원구 3·15대로 730-1 (합성동, 마산의원)",민간,1984-03-05,055-256-6678,마산회원구,
546,789,한국한센복지협회울산경남지부마산부설의원,0,경상남도 창원시 마산회원구 내서읍 호계본동로 33 (한국한센복지협회),민간,1984-02-06,055-232-1243,마산회원구,내서읍
547,790,북마산정형외과의원,0,"경상남도 창원시 마산회원구 북성로 139 (회원동, 북마산정형외과)",민간,1983-05-26,055-248-8070,마산회원구,
548,791,이피부과의원,0,"경상남도 창원시 마산합포구 오동동1길 2 (동성동, 이피부과의원)",민간,1983-04-07,055-242-1587,마산합포구,오동동
549,792,한양정형외과의원,0,"경상남도 창원시 마산회원구 3·15대로 811 (합성동, 한양산부인과의원)",민간,1983-03-07,055-295-2277,마산회원구,
550,793,마산이비인후과의원,0,"경상남도 창원시 마산회원구 3·15대로 741-1 (합성동, 마산이비인후과)",민간,1982-07-06,055-255-0963,마산회원구,
551,794,메리놀산부인과의원,0,"경상남도 창원시 마산회원구 3·15대로 771 (합성동, 메리놀산부인과)",민간,1982-03-25,055-256-6556,마산회원구,
552,795,김형규내과의원,0,"경상남도 창원시 마산합포구 불종거리로 11 (동성동, 김형규내과의원)",민간,1980-07-24,055-246-4720,마산합포구,
553,796,평안안과의원,8,"경상남도 창원시 마산합포구 북성로 3 (창동, 평안안과의원)",민간,1980-02-01,055-246-0076,마산합포구,
554,797,한일정형외과의원,0,"경상남도 창원시 마산합포구 합포로 84 (오동동, 한일정형외과의원)",민간,1979-05-08,055-246-5819,마산합포구,오동동
555,798,성심마취통증의학과의원,0,"경상남도 창원시 마산회원구 북성로 109 (회원동, 성심신경정형외과)",민간,1979-05-02,055-245-6755,마산회원구,
556,799,중앙신경외과의원,0,"경상남도 창원시 마산합포구 합포로 86-1 (오동동, 중앙신경외과의원)",민간,1977-05-19,055-241-8575,마산합포구,오동동
557,800,정산부인과의원,0,경상남도 창원시 마산합포구 합포로 76 (오동동),민간,1977-04-30,055-246-7712,마산합포구,오동동
558,801,김태욱안과의원,0,경상남도 창원시 마산합포구 합포로 76 (오동동),민간,1976-06-30,055-223-1901,마산합포구,오동동
559,802,"박동석,박민준이비인후과의원",5,"경상남도 창원시 마산합포구 합포로 69 (동성동, 박동석의원)",민간,1976-06-01,055-246-1383,마산합포구,
560,803,최내과의원,0,"경상남도 창원시 마산합포구 합포로 71 (동성동, 고려신경외과)",민간,1976-05-29,055-246-1356,마산합포구,
561,804,허종해비뇨기과의원,0,"경상남도 창원시 마산합포구 불종거리로 2 (남성동, 허종해비뇨기과의원)",민간,1975-11-18,055-223-0189,마산합포구,
562,805,사단법인대한산업보건협회부설마산의원,0,"경상남도 창원시 마산회원구 자유무역2길 38 (양덕동, 대한산업보건센터)",민간,1974-06-18,055-295-2461,마산회원구,
563,806,강안과의원,0,"경상남도 창원시 마산합포구 남성로 48 (서성동, 강안과의원)",민간,1970-07-06,055-246-7670,마산합포구,
564,807,이우홍비뇨기과의원,0,"경상남도 창원시 마산합포구 남성로 43 (부림동, 이우홍비뇨기과의원)",민간,1967-06-30,055-246-3855,마산합포구,
565,808,좋은이비인후과의원,0,"경상남도 창원시 진해구 신항4로 47-26, 마린타워 301,302호 (용원동)",민간,2021-03-06,055-552-9771,진해구,
566,809,김가정의학과의원,0,"경상남도 창원시 진해구 장복대로 171, 다온빌딩 402호 (자은동)",민간,2021-02-01,055-551-3321,진해구,자은동
567,810,고운의원,0,"경상남도 창원시 진해구 냉천로 87, Y-Zone 4층 401,402호 (석동)",민간,2020-10-26,055-714-8151,진해구,석동
568,811,이현연합의원,0,"경상남도 창원시 진해구 신항동로 141, 2층 205,217호 (용원동, 애플타운 헤리티지)",민간,2020-08-28,055-551-6220,진해구,
569,812,연세속편한내과의원,0,"경상남도 창원시 진해구 충장로657번길 28, 이엠시티빌딩 3층 303,304호 (장천동)",민간,2020-07-28,055-715-3639,진해구,
570,813,닥터에스의원,0,"경상남도 창원시 진해구 안골로 336, 형제빌딩 2층 201호 (용원동)",민간,2020-06-11,055-551-0995,진해구,
571,814,서울센텀신경외과의원,0,"경상남도 창원시 진해구 웅천동로106번길 31, 센텀빌딩 3층 (남문동)",민간,2019-07-29,055-547-3300,진해구,웅천동
572,815,엘소아청소년과의원,0,"경상남도 창원시 진해구 남영로 56, 더원프라자 3층 302호 (남문동)",민간,2019-05-08,055-551-3655,진해구,
573,816,코끼리마취통증의학과의원,0,"경상남도 창원시 진해구 풍호로3번길 4, 3층,4층 (풍호동)",민간,2019-03-25,055-544-7588,진해구,풍호동
574,817,신항내과의원,0,"경상남도 창원시 진해구 신항동로 141, 210호 (용원동, 애플타운 헤리티지)",민간,2018-12-14,055-551-1888,진해구,
575,818,수소아청소년과의원,0,"경상남도 창원시 진해구 충장로657번길 20, 현대빌딩 2층 201호 (장천동)",민간,2018-11-16,055-552-1008,진해구,
576,819,남문내과의원,0,"경상남도 창원시 진해구 웅천동로 126, 제이원빌딩 2층 201,202호 (남문동)",민간,2018-10-18,055-542-3311,진해구,웅천동
577,820,프라임본의원,0,"경상남도 창원시 진해구 충장로 140-1, 한일빌딩 1층 102호 (충무동)",민간,2018-06-26,055-903-2233,진해구,충무동
578,821,행복플러스내과의원,0,"경상남도 창원시 진해구 충장로657번길 30, 1층 (장천동)",민간,2017-04-11,055-547-7508,진해구,
579,822,고은미래의원,0,"경상남도 창원시 진해구 진해대로776번길 27, 302호 (이동, 온메디컬센터)",민간,2016-12-22,055-714-7579,진해구,이동
580,823,바른재활의학과의원,0,"경상남도 창원시 진해구 충장로657번길 20 (장천동, 현대빌딩 402, 403호)",민간,2016-12-19,055-552-2828,진해구,
581,824,백내과의원,0,"경상남도 창원시 진해구 진해대로776번길 27, 402호 (이동, 온메디컬센터 )",민간,2016-08-26,055-716-0007,진해구,이동
582,825,파티마이비인후과 의원,0,"경상남도 창원시 진해구 충장로657번길 28, 5층 (장천동, 이엠시티빌딩 507호)",민간,2016-08-16,055-541-0365,진해구,
583,826,흰토끼의원,0,"경상남도 창원시 진해구 진해대로 999, 201호 (자은동, 하이존)",민간,2016-06-24,055-542-6262,진해구,자은동
584,827,한울의원,0,"경상남도 창원시 진해구 용원동로 262, 2층 (용원동, 다우리빌딩)",민간,2016-05-31,055-544-8262,진해구,
585,828,황재욱정형외과의원,0,"경상남도 창원시 진해구 풍호로 11 (풍호동, 신세계메디칼 4층)",민간,2015-06-12,055-547-1400,진해구,풍호동
586,829,상쾌한이비인후과의원,0,"경상남도 창원시 진해구 진해대로 999, 2층 (자은동, 하이존빌딩)",민간,2015-04-16,055-547-3550,진해구,자은동
587,830,중앙의원,0,"경상남도 창원시 진해구 충장로 129-1, 중앙의원 1층 (여좌동)",민간,2015-03-02,055-546-1975,진해구,여좌동
588,831,문희건희망내과의원,0,"경상남도 창원시 진해구 충장로 133, 701호 (여좌동, 진해메디칼센타)",민간,2015-01-24,055-547-7579,진해구,여좌동
589,832,복음외과의원,16,경상남도 창원시 진해구 충장로 162 (충무동),민간,2012-11-26,055-546-3084,진해구,충무동
590,833,안이비인후과의원,0,경상남도 창원시 진해구 충장로 126 (충무동),민간,2012-05-10,055-543-3939,진해구,충무동
591,834,한사랑외과의원,6,"경상남도 창원시 진해구 냉천로 101, 2층 (석동, 한사랑빌딩)",민간,2011-08-30,055-547-7500,진해구,석동
592,835,용원성모안과의원,0,경상남도 창원시 진해구 안골로 338 (용원동),민간,2011-04-22,055-546-2002,진해구,
593,836,우리연합의원,0,경상남도 창원시 진해구 진해대로921번길 6 (자은동),민간,2011-04-18,055-547-2558,진해구,자은동
594,837,송림의원,0,"경상남도 창원시 진해구 동진로 138, 205호 (덕산동, 송림홈타운)",민간,2011-03-07,055-545-1001,진해구,덕산동
595,838,석동내과연합의원,0,"경상남도 창원시 진해구 냉천로 91, 102호 (석동, 벚꽃메디칼상가)",민간,2010-12-29,055-551-5208,진해구,석동
596,839,임재영피부과의원,0,"경상남도 창원시 진해구 충장로 361, 401호 (경화동, 그랜드메디컬)",민간,2009-12-24,055-541-3005,진해구,경화동
597,840,이종협내과의원,0,"경상남도 창원시 진해구 용원로7번길 9, 301호 (용원동, 서정빌딩)",민간,2009-04-13,055-552-9911,진해구,
598,841,박우생소아청소년과의원,0,"경상남도 창원시 진해구 풍호로 41 (자은동, 407호)",민간,2009-02-24,055-551-8813,진해구,자은동
599,842,삼성비뇨기과의원,0,"경상남도 창원시 진해구 해원로 34, 301호 (이동, 예일빌딩)",민간,2008-05-07,055-543-7525,진해구,이동
600,843,열린이비인후과의원,0,"경상남도 창원시 진해구 해원로 43, 601동 2층 (석동, 우림필유아파트)",민간,2008-04-14,055-544-3600,진해구,석동
